,timestamp,visitorid,event,itemid,transactionid
251,1433194675112,1354316,view,215767,
252,1433194983676,1322055,view,308985,
253,1433192078186,1375369,view,139936,
254,1433193611299,286616,view,371590,
255,1433191544655,971845,view,251813,
256,1433193272942,859718,view,379264,
257,1433191523072,229335,view,222613,
258,1433194599663,1313440,view,347937,
259,1433192387024,766230,view,286065,
260,1433194599642,413869,view,232858,
261,1433192693894,1057088,view,334432,
262,1433191689644,980257,view,337431,
263,1433194914324,1322055,view,308985,
264,1433193428621,1141573,view,395596,
265,1433194833684,800587,view,29100,
266,1433193246662,214589,view,267010,
267,1433192974675,1141573,view,203877,
268,1433192282889,945697,view,96924,
269,1433193043397,344176,view,95655,
270,1433193100279,1017556,view,84160,
271,1433193703544,820159,view,261793,
272,1433191774514,612769,view,343537,
273,1433193994575,968797,view,407343,
274,1433194303032,292025,view,63184,
275,1433194893874,679474,view,368057,
276,1433192495279,1047271,view,105334,
277,1433191866286,286616,view,243470,
278,1433193294827,355079,view,444951,
279,1433192439485,1323322,view,227470,
280,1433194792189,24769,view,55364,
281,1433193748486,463621,view,257040,
282,1433191734910,991664,view,62312,
283,1433195003616,1093035,view,444979,
284,1433193341196,219304,view,374673,
285,1433193414949,663314,view,47139,
286,1433194716107,298291,view,24608,
287,1433193884216,983709,view,198209,
288,1433193724968,1136722,view,298056,
289,1433192113953,623748,view,305760,
290,1433193535063,115171,view,356283,
291,1433193881704,320454,view,441953,
292,1433193634926,820159,view,268881,
293,1433191760912,178376,view,189563,
294,1433192506380,1004326,view,432925,
295,1433193493124,1317249,view,204070,
296,1433191729853,118343,view,462945,
297,1433192959427,317642,view,58869,
298,1433194288004,1207572,view,19003,
299,1433194824136,949171,view,150217,
300,1433192311349,1195252,view,358130,
301,1433192775770,227368,view,108638,
302,1433194969716,196602,addtocart,63312,
303,1433193654708,1159635,view,168527,
304,1433193500981,121688,transaction,15335,11117.0
305,1433191477403,421206,view,38006,
306,1433192565867,536514,view,80299,
307,1433193175924,115713,view,433059,
308,1433191788633,1340085,view,159835,
309,1433194550349,553696,view,265505,
310,1433194139564,777066,view,125810,
311,1433193164579,249113,view,181673,
312,1433194350258,610183,view,436461,
313,1433191958331,1332255,view,94488,
314,1433192218717,789827,view,102229,
315,1433192231907,1358943,view,233770,
316,1433194351839,1065157,view,197980,
317,1433192666341,160807,view,391289,
318,1433192519806,886864,view,76196,
319,1433194094518,1149807,view,141703,
320,1433193132535,1134473,view,396045,
321,1433193554368,385457,view,456627,
322,1433191948760,832459,view,281657,
323,1433194531464,192487,view,170751,
324,1433193162715,1055125,view,263153,
325,1433194680008,1015518,view,24291,
326,1433192425487,940454,view,383336,
327,1433191787095,333162,view,434278,
328,1433194679579,138565,view,140861,
329,1433191636446,351150,view,246110,
330,1433191584678,850173,view,243470,
331,1433191851912,1256332,view,165035,
332,1433194427881,553917,view,93001,
333,1433193992715,820159,view,281211,
334,1433191677505,889022,view,395153,
335,1433191765098,15613,view,89737,
336,1433194655137,1291089,view,88318,
337,1433194846767,38015,view,137633,
338,1433192715740,778817,view,184370,
339,1433192981610,1113676,view,350629,
340,1433191711059,409263,view,360173,
341,1433193541168,273406,view,36683,
342,1433194100127,1163398,view,462203,
343,1433194470209,1343346,view,20192,
344,1433194453729,610183,view,396238,
345,1433191598362,721927,view,59467,
346,1433193833507,486646,view,306260,
347,1433192417799,738984,view,61847,
348,1433193616260,1404060,view,320970,
349,1433193176627,216062,view,302948,
350,1433192018538,588923,view,196038,
351,1433191526588,9289,view,315393,
352,1433192635883,1318763,view,379744,
353,1433191826171,850173,view,85940,
354,1433193073246,323192,view,185935,
355,1433193087443,1099154,view,50467,
356,1433194259639,85734,view,264801,
357,1433194377032,371220,view,161478,
358,1433192182037,179335,view,262107,
359,1433193529619,1123910,view,189429,
360,1433192182241,605852,view,80435,
361,1433194631205,949171,view,76617,
362,1433191751657,1349893,view,356320,
363,1433192720617,294125,view,428825,
364,1433193927030,416876,view,350766,
365,1433193526932,127337,view,375492,
366,1433194053638,1211545,view,107853,
367,1433194696771,1314862,view,344224,
368,1433192901157,950703,view,198620,
369,1433194073557,757620,view,397995,
370,1433193760835,463561,view,451967,
371,1433193873160,812748,view,431148,
372,1433193948993,690053,view,421615,
373,1433194890697,803159,view,197245,
374,1433194578342,939182,view,140861,
375,1433192733238,1246148,view,58194,
376,1433192413684,186920,view,248175,
377,1433194822821,1222188,view,403716,
378,1433192267220,1081792,view,135251,
379,1433193410479,119444,view,78163,
380,1433192624693,160807,view,280375,
381,1433194701554,539910,view,385201,
382,1433194403266,606967,view,192832,
383,1433192041936,672744,view,318333,
384,1433193161124,473837,view,416987,
385,1433194802752,660365,view,449646,
386,1433192807066,249113,view,295785,
387,1433192042501,1273449,view,277613,
388,1433194701874,1282331,view,65188,
389,1433192107830,350566,view,458265,
390,1433194261247,536068,view,91607,
391,1433194768852,110929,view,377474,
392,1433193351267,672710,view,77173,
393,1433193049912,447658,view,302303,
394,1433194026467,923376,view,385769,
395,1433192849374,292205,view,102229,
396,1433192456634,748891,view,176162,
397,1433193125438,157954,view,143486,
398,1433191921208,158096,view,154413,
399,1433194545727,648957,view,121453,
400,1433192695054,1377315,view,428952,
401,1433192266935,109429,view,254477,
402,1433192616589,178721,view,49347,
403,1433194745128,883403,view,199810,
404,1433193789881,1141573,view,233263,
405,1433194755794,1370178,view,333560,
406,1433194005239,350566,view,462394,
407,1433194935948,266069,view,319910,
408,1433192260061,1209307,view,123882,
409,1433194502406,1185234,view,62746,
410,1433194280594,7684,view,253615,
411,1433191739062,1242160,view,267535,
412,1433192010489,1312385,view,337358,
413,1433194033035,1139541,view,364043,
414,1433194280384,1395006,view,56352,
415,1433192015852,422998,view,99496,
416,1433193809956,924087,view,412404,
417,1433192975894,611473,view,455006,
418,1433193915008,552148,transaction,81345,5444.0
419,1433193518184,768855,view,316444,
420,1433193032159,639964,view,360258,
421,1433194222728,418972,view,174172,
422,1433192388905,98881,view,24477,
423,1433194182025,420571,view,241752,
424,1433193232883,179239,view,183238,
425,1433194864488,7173,view,14974,
426,1433192892426,32389,view,98728,
427,1433192747163,1057088,view,147551,
428,1433191713959,808813,view,67486,
429,1433193800251,1054451,view,276105,
430,1433192916241,251908,view,212837,
431,1433191780678,588923,view,218505,
432,1433194580641,209390,view,67487,
433,1433194010662,95902,view,298598,
434,1433192812552,544163,view,174955,
435,1433192353698,158096,view,295785,
436,1433193785460,1102703,view,103405,
437,1433194905177,679474,view,83791,
438,1433194225641,216332,view,65426,
439,1433192361649,880180,view,58729,
440,1433194159263,1046017,view,444848,
441,1433192671854,1246148,view,58194,
442,1433192157800,159104,view,463379,
443,1433193118330,173287,view,35742,
444,1433194291005,393390,view,465522,
445,1433193870077,1104441,view,55799,
446,1433192024594,753508,view,20785,
447,1433193089034,1016655,view,122873,
448,1433191990038,481837,view,247307,
449,1433216686718,390730,view,181576,
450,1433218743111,1353254,view,420056,
451,1433218746802,98643,view,420960,
452,1433219699169,987208,view,356837,
453,1433218056322,519449,view,277651,
454,1433218445073,164576,view,69408,
455,1433220802151,479753,view,139068,
456,1433220254274,56229,addtocart,115244,
457,1433216689370,778866,view,281958,
458,1433218757551,168685,addtocart,111530,
459,1433218757893,734678,view,162345,
460,1433218449342,662168,view,37029,
461,1433218761995,1238871,view,51561,
462,1433219270717,1039327,view,105878,
463,1433218762620,332961,view,19572,
464,1433217830558,868786,view,325353,
465,1433219413350,255540,view,347657,
466,1433216559709,777089,view,221329,
467,1433218767984,1058384,view,257040,
468,1433217522763,520695,view,273743,
469,1433218772485,232712,view,336393,
470,1433216986389,568374,view,79368,
471,1433217699400,674436,view,207581,
472,1433220208728,670253,view,390232,
473,1433220855897,824915,view,292760,
474,1433217863765,1203684,view,80953,
475,1433217425844,46497,view,337262,
476,1433217181141,1266913,view,380913,
477,1433218072646,1132688,view,440128,
478,1433217639876,310248,view,172340,
479,1433220667123,580269,view,62866,
480,1433220051727,492414,view,8501,
481,1433218787846,791370,view,302946,
482,1433219611486,841219,view,80700,
483,1433217542961,573280,view,212918,
484,1433219992412,1040932,view,212956,
485,1433220242328,821184,view,399728,
486,1433218799177,1179330,view,319506,
487,1433216970132,197249,view,59477,
488,1433219119335,663787,view,219936,
489,1433218807424,741671,view,443875,
490,1433220673811,774019,view,76734,
491,1433216706043,874763,view,229257,
492,1433220848630,467124,view,396318,
493,1433217173197,1030058,view,183178,
494,1433219818498,495280,view,387660,
495,1433217257455,53588,view,463280,
496,1433216961517,75384,view,418572,
497,1433218815612,572783,view,73593,
498,1433217966859,114471,view,44054,
499,1433220049612,113274,view,380511,
500,1433218820997,1398678,view,184585,
501,1433218832625,1238871,view,51561,
502,1433218833204,719855,view,303055,
503,1433219620129,468850,view,179601,
504,1433219231513,152407,view,89675,
505,1433217443929,37840,view,297513,
506,1433220184421,626205,view,226127,
507,1433216943226,223779,view,463941,
508,1433218848002,1038306,view,49810,
509,1433217842534,997107,view,253353,
510,1433218855073,55270,view,259487,
511,1433217162685,932927,view,273743,
512,1433218856734,375514,view,374363,
513,1433216936981,772309,view,34435,
514,1433220046418,1218450,view,424976,
515,1433218862643,343908,view,105720,
516,1433219979247,49552,view,137174,
517,1433220690974,712443,view,431322,
518,1433218876080,834802,view,115525,
519,1433220245031,333827,view,335975,
520,1433219005687,1324075,view,367975,
521,1433217445797,901046,view,197968,
522,1433219785580,369776,view,198798,
523,1433218238410,1087049,view,30024,
524,1433218888272,1238871,view,51561,
525,1433220523541,123428,view,1981,
526,1433218344824,1203692,view,220530,
527,1433218895433,208110,view,199484,
528,1433218501026,535937,view,206925,
529,1433216632259,874763,view,268081,
530,1433217951982,680960,view,305786,
531,1433217727423,1360339,view,381653,
532,1433219778202,976562,view,44220,
533,1433219633772,915735,view,162932,
534,1433216908582,1042749,view,172967,
535,1433220542028,123428,view,151839,
536,1433220042944,50634,view,400577,
537,1433218909515,697865,view,343878,
538,1433216733465,248698,view,94952,
539,1433218913971,524378,view,417276,
540,1433220358346,285091,view,450414,
541,1433217148447,726049,view,463238,
542,1433216735395,772309,addtocart,72422,
543,1433218918777,1154250,view,362851,
544,1433218921396,572783,view,328696,
545,1433219032738,992115,view,182099,
546,1433219189080,288847,view,398379,
547,1433220524296,1008863,view,459186,
548,1433217142716,169835,view,159603,
549,1433216886935,703707,view,330649,
550,1433219641357,5925,view,291413,
551,1433218941216,159298,view,354676,
552,1433216884780,450932,view,435713,
553,1433220428311,328465,view,452210,
554,1433217650552,194340,view,162243,
555,1433219179174,304146,view,42002,
556,1433218353931,1092695,addtocart,383488,
557,1433216876714,1205474,view,123986,
558,1433220592120,264879,view,115586,
559,1433218958175,1154250,view,116794,
560,1433219492276,1270927,view,278679,
561,1433219747960,841219,view,72011,
562,1433217242577,796623,view,227628,
563,1433219169319,991242,view,318871,
564,1433217499518,662168,view,184628,
565,1433220772884,264879,view,115586,
566,1433220772624,257432,view,239604,
567,1433219959283,712443,view,346655,
568,1433218231292,936361,view,246634,
569,1433218357871,244974,view,328901,
570,1433217885963,594902,view,64521,
571,1433219161045,1317096,view,152085,
572,1433217383269,37840,view,297513,
573,1433218124231,995986,view,94099,
574,1433220141392,1394724,view,291689,
575,1433220479052,868445,view,156108,
576,1433218541046,517546,view,97750,
577,1433217543958,322679,view,352247,
578,1433218148039,472949,view,310353,
579,1433218148197,388217,view,170599,
580,1433218148829,103440,view,349737,
581,1433216787971,44558,view,262138,
582,1433220487573,591033,view,460188,
583,1433217365713,1140937,view,160259,
584,1433218154553,1041483,view,89977,
585,1433218069667,251041,view,393742,
586,1433217621937,239740,addtocart,367667,
587,1433220598812,712443,view,431322,
588,1433218109710,1121229,view,370889,
589,1433218108716,494732,view,137440,
590,1433218103662,1120751,view,375588,
591,1433220834470,994896,view,10572,
592,1433220227943,1248118,view,459109,
593,1433220473682,644296,view,203679,
594,1433218099933,483962,view,35881,
595,1433218183398,879797,view,427923,
596,1433220152367,1187942,view,161026,
597,1433220116635,1026160,view,197005,
598,1433219467746,246753,view,284941,
599,1433217585094,1092695,addtocart,38796,
600,1433216758745,97140,view,323280,
601,1433217609840,663067,view,167271,
602,1433220470032,114598,view,179683,
603,1433218203419,907809,view,57284,
604,1433220501536,179196,view,466501,
605,1433217112577,796623,view,227628,
606,1433218087643,169835,view,14858,
607,1433218210261,1137999,view,156094,
608,1433217884313,154348,view,273940,
609,1433220763474,992115,view,182099,
610,1433218213174,936361,view,315545,
611,1433217752051,1042749,view,172967,
612,1433217325353,1025745,view,464731,
613,1433217410543,1230877,view,60918,
614,1433218078654,397995,view,229204,
615,1433218373724,236181,view,67182,
616,1433218011420,1299250,view,422948,
617,1433218375150,1218306,view,171959,
618,1433219090552,322142,view,311052,
619,1433217301087,183568,view,335913,
620,1433218589241,363915,view,260256,
621,1433218592636,332961,view,464409,
622,1433217096768,722736,view,167587,
623,1433220611952,1398678,view,161688,
624,1433220284481,285091,view,218541,
625,1433220614148,328465,view,452210,
626,1433217681432,1353620,view,247061,
627,1433220615340,1046034,view,379002,
628,1433219566491,255540,view,310590,
629,1433218608582,992272,view,50814,
630,1433218388645,926210,view,290839,
631,1433217810130,662168,view,122604,
632,1433217778643,481406,view,347013,
633,1433216574429,1404060,view,272446,
634,1433217075114,542333,view,199952,
635,1433220021147,1402924,view,315543,
636,1433219906599,306088,view,281442,
637,1433218636795,776534,view,20388,
638,1433217911121,1203684,addtocart,80953,
639,1433217632756,192682,view,311303,
640,1433217273969,914970,view,326449,
641,1433217765656,596533,view,56153,
642,1433217668704,1299250,view,422948,
643,1433220741688,1141279,view,442837,
644,1433217517350,65083,view,134353,
645,1433217612201,591350,view,253615,
646,1433218654430,788592,view,91755,
647,1433218656157,443049,view,242521,
648,1433218656883,776534,view,20388,
649,1433218657204,624593,view,437293,
650,1433218662538,1238871,view,51561,
651,1433216663444,318122,view,6266,
652,1433218040381,1373937,view,242567,
653,1433218670607,745693,view,412297,
654,1433220813104,1141279,view,133415,
655,1433220860483,989491,view,389118,
656,1433216775435,1081632,view,87575,
657,1433219052619,745798,view,179849,
658,1433217817997,255540,view,50048,
659,1433217991330,407935,view,103076,
660,1433218680765,1088319,view,93144,
661,1433219666502,807025,view,437302,
662,1433219703308,875630,view,186352,
663,1433217436637,960480,view,393134,
664,1433217038414,680829,view,188698,
665,1433219310084,1317267,view,439537,
666,1433220179464,769795,view,438182,
667,1433217766975,1203684,view,53779,
668,1433218692951,676904,view,37583,
669,1433217200405,114473,view,32057,
670,1433220057774,498467,view,57165,
671,1433219869744,1756,view,296448,
672,1433218427136,571258,addtocart,50329,
673,1433217024543,132842,view,279690,
674,1433216792965,1154250,view,367790,
675,1433219595257,1044444,view,351825,
676,1433218433694,662168,view,184628,
677,1433220180667,922016,view,326799,
678,1433217864610,960480,view,165348,
679,1433216558478,874763,view,200537,
680,1433217983563,328935,view,48072,
681,1433218725824,98643,view,420960,
682,1433218734507,833956,view,235224,
683,1433217981477,1154250,view,367790,
684,1433220205709,493360,view,422822,
685,1433217715982,260791,view,323381,
686,1433218738635,1120239,view,379752,
687,1433219499096,835743,view,67438,
688,1433219282166,1331854,view,288171,
689,1433218741422,1194444,view,231243,
690,1433174910943,289199,view,36906,
691,1433175943200,596655,view,65889,
692,1433175521312,532258,view,157361,
693,1433173018911,1036871,view,187354,
694,1433175708754,302896,view,257196,
695,1433174825959,273406,addtocart,214912,
696,1433172971345,610183,view,60214,
697,1433173628668,769892,view,285729,
698,1433172636281,12773,view,78849,
699,1433172578643,649450,view,19664,
700,1433176499968,809753,view,153280,
701,1433173167013,633164,view,80622,
702,1433173012842,1098018,view,86497,
703,1433173273872,1130627,view,27494,
704,1433175517360,273406,view,351798,
705,1433172818588,813915,view,78060,
706,1433173938045,322407,view,309403,
707,1433173658460,325929,view,5440,
708,1433173218110,212698,view,216305,
709,1433174235482,356857,view,448817,
710,1433175546693,615793,addtocart,355994,
711,1433174234860,1345880,addtocart,52888,
712,1433173178917,1285796,view,306344,
713,1433176017138,615793,view,319992,
714,1433172666524,1022530,view,59192,
715,1433174966863,1164301,view,93900,
716,1433176437490,499677,view,30513,
717,1433176016314,835907,view,68892,
718,1433176076757,1292420,addtocart,47352,
719,1433176125569,20903,view,101094,
720,1433176781582,938537,view,257773,
721,1433176027191,820159,view,399053,
722,1433175511766,8736,view,24358,
723,1433176587177,1080654,view,300629,
724,1433174892472,273406,addtocart,120098,
725,1433174745404,969254,view,59691,
726,1433174974537,350566,view,47457,
727,1433176539371,503578,view,45121,
728,1433175308147,234164,view,70277,
729,1433174309393,161206,view,325256,
730,1433174533951,1311137,view,49803,
731,1433175558171,352608,view,113646,
732,1433172891821,1223889,view,367490,
733,1433172409757,63121,view,310791,
734,1433176306262,294658,view,283550,
735,1433175699239,647928,view,408649,
736,1433173158304,1079704,view,237318,
737,1433174041266,294006,view,441185,
738,1433173870189,759131,view,13021,
739,1433175912537,912233,view,378673,
740,1433176494651,434006,view,100307,
741,1433173076420,371359,view,139898,
742,1433176118071,1327144,view,139593,
743,1433175505192,113281,view,306513,
744,1433174060048,1041499,view,368503,
745,1433172922653,118053,view,304877,
746,1433172592378,422883,view,54435,
747,1433175741824,343153,view,253615,
748,1433172520454,1172198,view,414460,
749,1433174996338,273406,view,261288,
750,1433175320420,1117221,view,320770,
751,1433174827775,1093035,view,287356,
752,1433176753187,315969,view,95426,
753,1433173861310,983661,view,394522,
754,1433172646969,995602,view,259455,
755,1433175145954,1275438,view,234162,
756,1433174477016,1381613,view,41932,
757,1433174603266,693763,view,265482,
758,1433175003803,673927,view,425647,
759,1433174190052,983661,view,394522,
760,1433173460763,954429,view,170751,
761,1433175328543,759851,view,248816,
762,1433173855105,96154,view,200270,
763,1433174598991,189384,view,299044,
764,1433174188395,1162854,addtocart,13031,
765,1433174641955,492165,view,38913,
766,1433173964603,425170,view,37402,
767,1433175963370,485745,view,182642,
768,1433173301336,1103102,view,413990,
769,1433174516504,425170,view,228325,
770,1433175224614,835907,view,50467,
771,1433176618921,18581,view,187530,
772,1433175833085,216801,view,289984,
773,1433172933974,1398013,view,261863,
774,1433172453557,112347,view,380493,
775,1433176451051,632561,view,243336,
776,1433173188153,1368359,view,457380,
777,1433175496584,615793,view,355994,
778,1433173967525,1242001,view,387279,
779,1433173188388,1191882,view,154703,
780,1433174761571,1215488,view,389545,
781,1433174837702,1204552,view,179038,
782,1433176388606,1161163,view,181527,
783,1433176298817,190277,view,225083,
784,1433173152057,556273,view,152085,
785,1433173592655,322407,view,202835,
786,1433175016210,314189,view,138027,
787,1433172754114,965394,view,454672,
788,1433172856189,889657,view,15327,
789,1433176223373,83998,view,198251,
790,1433176251023,623884,view,5127,
791,1433173395834,943524,view,392074,
792,1433175017711,234164,view,262917,
793,1433176583251,312216,view,82452,
794,1433173342688,452021,view,96680,
795,1433172525331,653625,view,420871,
796,1433173394376,551925,view,304719,
797,1433174560982,229653,view,165816,
798,1433173465433,1215130,view,235224,
799,1433172491822,118053,view,304877,
800,1433173071125,322407,view,260957,
801,1433172163941,465755,view,294632,
802,1433175753117,548480,view,41217,
